country_name,year,end_year,Region,Average Term Population,Freedom of Expression,Religious Freedom,Conflict,Anti-Elitism Polarization,People-Centrism Polarization,Political Opponents Polarization,Political Pluralism Polarization,Minority Rights Polarization,Rejection of Political Violence Polarization,Immigration Polarization,LGBT Social Equality Polarization,Cultural Superiority Polarization,Religious Principles Polarization,Gender Equality Polarization,Working Women Polarization,Economic Left-Right Scale Polarization,Welfare Polarization,Clientelism Polarization,GDP per Capita,Gini Index
Angola,1992,2008,Sub-Saharan Africa,16682640.94117647,0.3199411764705882,0.9709411764705882,0.0,0.4958027700260002,0.1343459195817557,0.5568811042607131,0.1093047771933682,0.1307391993897046,0.2551198535364046,0.0026672273749765,0.0060427687626993,0.3771709098090288,0.0980196117537127,0.2321327035776357,0.0992921359969204,0.1388236652654645,0.0062182185606279,0.0055875732674165,3825.878707261884,0.6580997599999999
Angola,2008,2012,Sub-Saharan Africa,23378948.6,0.4384,0.942,0.0,0.3450235007034447,0.0629856165097897,0.0276100435007646,0.033681993312909,0.0036654961634332,0.0018664406083574,0.0014941622906006,0.003545245071927,0.1711946219902989,0.0003224244942875,0.1842310572734108,0.0376546424061776,0.1419629727811785,0.0006283881969161,0.0477945218742602,6764.58048874001,0.60936785
Angola,2012,2017,Sub-Saharan Africa,27434852.5,0.4554999999999999,0.9225,0.0,0.5592417771863708,0.0850451256749097,0.1128954201024145,0.0937980156808574,0.0006186582730194,0.056692597775505,0.0020174640945698,0.0003503329987695,0.1154329172542912,0.000435347515144,0.2477213374529997,0.0508424617099593,0.1040362697696354,0.002375713650099,0.0645336402913024,7310.407966937067,0.6855968
Angola,2017,2023,Sub-Saharan Africa,32473453.5,0.5780000000000001,0.8264285714285714,0.0,0.4196183412646281,0.0724448235403292,0.2522975877684516,0.1317052309362298,0.1497784312510915,0.0737288614099007,0.104027541954042,0.0911051681158893,0.1458519304551615,0.0062162734815862,0.3222315844583354,0.0702835023857866,0.1245923207641309,0.0403137443960993,0.1096049678525782,7384.768425937598,0.68559678
Argentina,1989,1991,Latin America and the Caribbean,32615262.33333333,0.935,2.425,0.0,0.3175271780725552,0.4457354762944666,0.0629496619489185,0.1865089247620671,0.3552213441767853,0.2449013873285793,0.1712628635432395,0.113649326745222,0.0700585186021614,0.2792939364355248,0.1318284991758063,0.1495276147899029,0.2018478180139906,0.4313266795596811,0.4661887980029477,7559.643465852745,0.6641654
Argentina,1991,1993,Latin America and the Caribbean,33526141.666666668,0.9433333333333332,2.425,0.0,0.2979612753800529,0.4085616866502012,0.0621677428554563,0.1195827009084274,0.2846896515135872,0.086112962802929,0.196407933385072,0.1328194792418135,0.0676087307304308,0.2427439595013251,0.1053100207294894,0.1757637153563109,0.1583500056056122,0.4539081460633524,0.4872665723375582,8700.425447808224,0.6641654
Argentina,1993,1995,Latin America and the Caribbean,34400313.333333336,0.945,2.425,0.0,0.3356593407463122,0.2951789444034651,0.0202135442474821,0.0594763220689499,0.2757021177141918,0.0898050011834104,0.1143842310123872,0.0116558755891359,0.0441186001502132,0.2099532315364764,0.0448047310718177,0.070442313376396,0.2221735717764437,0.3530078738074575,0.4071951424188718,9822.13318321599,0.6641654
Argentina,1995,1997,Latin America and the Caribbean,35243994.0,0.9436666666666668,2.425,0.0,0.351390024256205,0.3595787648144376,0.0662224583901142,0.0595789551014457,0.2744185610266051,0.1083768663219812,0.1539137848680105,0.0886194683246807,0.1054389916760296,0.2055681215555709,0.0534701237834003,0.065529502452898,0.2811897880344552,0.3525904924654319,0.4698341463807179,10596.748248836911,0.6641654
Argentina,1997,1999,Latin America and the Caribbean,36062702.333333336,0.943,2.425,0.0,0.4257170688371315,0.2606043541463042,0.0651437772577136,0.1238731379207847,0.2678870774508994,0.1252280881208186,0.1690807986983068,0.1337644201054673,0.1291609168106368,0.2173563125592392,0.0636029575112605,0.0780082835999968,0.3303799807952787,0.3505675706132553,0.5045358013784468,11567.6703625178,0.6641654
Argentina,1999,2001,Latin America and the Caribbean,36871219.333333336,0.9493333333333333,2.425,0.0,0.3459247789739813,0.3362595369067911,0.1107089388091116,0.1142051876524906,0.2630337489875941,0.1677544509768218,0.1776991411435584,0.1746282144584278,0.1309955246476417,0.2472508017617736,0.2005268099337267,0.1311283765064686,0.2188164371774516,0.2988599335261769,0.5296585246817659,11360.530343898266,0.6641654
Argentina,2001,2003,Latin America and the Caribbean,37681751.0,0.9286666666666666,2.425,0.0,0.2114414444638907,0.3674665630880184,0.2262563751664304,0.1131230398845871,0.2640778700964011,0.1697697406271777,0.2309508890408986,0.1747798655722927,0.0878162807055847,0.2453930569805111,0.1544416071029183,0.0684194959571225,0.2006348849734791,0.1020590495707088,0.5738059556460327,10668.204133719604,0.65214412
Argentina,2003,2005,Latin America and the Caribbean,38490920.0,0.908,2.425,0.0,0.198828887150806,0.4051625970560908,0.1953471857331938,0.1301549741495243,0.2445477298195551,0.1107227022220807,0.1864684771745255,0.1073379263041387,0.0498185198764998,0.2281506177807075,0.1394388974900647,0.0502373002875915,0.0995762794936952,0.105615707048168,0.5367782857641972,12171.961712809432,0.6084930566666666
Argentina,2005,2007,Latin America and the Caribbean,39289034.333333336,0.9073333333333332,2.425,0.0,0.4468075517921524,0.4345317266084093,0.2671553812408709,0.1074253354322023,0.2283289423649474,0.094404736577278,0.3088924068631759,0.2596154674525204,0.1378648405849433,0.1106281110838304,0.1468340951707561,0.2233715261106883,0.3241135420827024,0.2249947315187246,0.5229794063415129,14921.167897479232,0.5905757333333334
Argentina,2007,2009,Latin America and the Caribbean,40082416.0,0.903,2.425,0.0,0.3557497463867194,0.3606083821942376,0.2554021185050277,0.1195218572322313,0.2126321308349033,0.1038473978579171,0.2483597277879037,0.1636311763046277,0.0997587327683464,0.1673071405144731,0.1675748947033742,0.162543867782932,0.3014726424931748,0.0858429968065098,0.5547613880428904,16637.981805388063,0.58582762
Argentina,2009,2011,Latin America and the Caribbean,40844243.0,0.8946666666666667,2.425,0.0,0.5377291172426671,0.4848880243399874,0.287982862597165,0.1453932525778854,0.3165126016696954,0.1536518510992966,0.326223653363368,0.2581136369884509,0.1358259836217624,0.1803072015862678,0.1700863606240917,0.1986470306704914,0.348645553437961,0.2245868237079784,0.5348725364142383,17711.559108503166,0.5693946866666667
Argentina,2011,2013,Latin America and the Caribbean,41732565.333333336,0.8926666666666666,2.425,0.0,0.5445646784155823,0.4707062007212317,0.3434290829880474,0.1861455220504577,0.3016897916432123,0.1532276244074272,0.3735093983642047,0.3961656021339311,0.1512878871069332,0.1290604130473036,0.2108525290400543,0.2412346542208883,0.3534799626988592,0.2273796366757789,0.3171593429863131,19488.13274583367,0.5487684033333333
Argentina,2013,2015,Latin America and the Caribbean,42668133.66666666,0.894,2.425,0.0,0.5704545959588306,0.4271503643467193,0.4091099770831898,0.1954297348194763,0.3159675385298435,0.1835150489493791,0.401872475716505,0.3057060489528573,0.1772910517233994,0.0829041844775934,0.1928748643661463,0.1911228181216353,0.3359798448927907,0.2730014302361584,0.3512598480653737,19771.852530859436,0.55470473
Argentina,2015,2017,Latin America and the Caribbean,43589048.333333336,0.8603333333333333,2.425,0.0,0.6094735862331406,0.537920105964744,0.2998293378888986,0.1663323005304452,0.3100800540279514,0.1499636082087236,0.4560778924279937,0.2829193973176388,0.1528071234406497,0.1402520198142478,0.147940551907439,0.1771990722010531,0.4296296984027782,0.3151670589048141,0.2806374759259343,21129.995125937403,0.5632080133333334
Argentina,2017,2019,Latin America and the Caribbean,44492675.0,0.854,2.562333333333333,0.0,0.516781650979119,0.4858967092722737,0.2032537447575726,0.1304684081420719,0.2679897705773812,0.0965382233115878,0.3988469955723317,0.227191390470006,0.1483759396744103,0.1740579661444964,0.1297308122665716,0.1577408524031712,0.4171319896001033,0.3117637117567831,0.3455937588220464,23770.76406497127,0.55655855
Argentina,2019,2022,Latin America and the Caribbean,45589763.0,0.8875000000000001,2.631,0.0,0.4908923902224364,0.4501158529674685,0.1897230019110853,0.0849566289712546,0.1612804397582794,0.0644936017597729,0.3938242398128916,0.1376267115658347,0.1461000762928899,0.1916784673481697,0.1413173734447204,0.1598596889645288,0.2548253313744392,0.2325881973199491,0.4447660715804001,25452.035564931324,0.56124043
Armenia,1995,1999,Eastern Europe and Central Asia,3143270.8,0.6569999999999999,0.7834,0.0,0.6292653297542496,0.2413315921534889,0.065816419491188,0.2806161946590855,0.2466356256077025,0.3016579544767847,0.2325213311407269,0.2210239252091955,0.075400068623128,0.1179452814657719,0.3477938384971786,0.1820261363282625,0.56754590160997,0.4375977379080877,0.4030202534292565,2068.8390423956102,0.5706670199999999
Armenia,1999,2003,Eastern Europe and Central Asia,3052243.4,0.614,0.759,0.0,0.536489717136409,0.135756808086865,0.2164125479046474,0.2794925175683152,0.3479791601596577,0.1597116805824068,0.3031897186624943,0.4079828453389383,0.1033098401574444,0.1898084010578037,0.2486474603916284,0.0602511154356043,0.4439704122722842,0.3462703137407171,0.3916096486883795,2973.9936821133397,0.53832485
Armenia,2003,2007,Eastern Europe and Central Asia,2978166.2,0.5904,0.759,0.0,0.6026875018732967,0.2005824535451302,0.2866340032513153,0.3206702192133274,0.4024925992084557,0.2620599401595422,0.2784720255511999,0.4734010532926607,0.1353330231670726,0.2072155357383069,0.2771003582262941,0.094419337866066,0.2914776430834589,0.2101650561208077,0.4573811277070342,5319.037077050579,0.5225207500000001
